Brand Name,Product Name,Category,Fragrance Type,Volume (ml),Price (INR),Long-lasting (hours),Alcohol-Free,Skin-Friendly,Anti-Perspirant,Customer Rating,Number of Reviews,Manufacturing Date,Expiry Date,Country of Origin,Packaging Type,Shelf Life (Months),Sales in Last Month (Units),Online Availability,Discount (%),Retailer Name
Nike Deodorant,Variant 33,Women,Woody,250,375,6,No,No,Yes,3.9,1101,2022-06-20,2024-06-19,India,Stick,20,5021,No,40,Nykaa
Park Avenue Deodorant,Variant 3,Men,Aquatic,200,294,10,Yes,No,No,4.9,702,2022-06-21,2024-06-20,India,Spray,13,3393,Yes,10,Local Store
Nike Deodorant,Variant 32,Men,Floral,150,211,19,No,No,No,4.2,4191,2022-06-22,2024-06-21,India,Roll-on,26,981,No,22,Amazon
Engage Deo,Variant 17,Women,Fresh,100,339,17,No,No,Yes,2.8,935,2022-06-23,2024-06-22,India,Roll-on,23,9210,Yes,33,Nykaa
Nike Deodorant,Variant 2,Unisex,Floral,100,521,13,No,Yes,Yes,4.2,3748,2022-06-24,2024-06-23,India,Roll-on,16,2485,Yes,17,Nykaa
Denver Deo for Men,Variant 37,Men,Woody,250,420,19,Yes,No,Yes,3.0,3775,2022-06-25,2024-06-24,India,Stick,20,3725,No,26,Myntra
Park Avenue Deodorant,Variant 14,Men,Fruity,200,474,11,Yes,Yes,Yes,3.0,2098,2022-06-26,2024-06-25,India,Roll-on,12,3115,Yes,29,Nykaa
Engage Deo,Variant 18,Women,Spicy,200,427,22,Yes,Yes,Yes,4.3,4657,2022-06-27,2024-06-26,India,Roll-on,34,1599,Yes,5,Myntra
Denver Deo for Men,Variant 38,Men,Spicy,100,332,11,No,Yes,Yes,4.2,243,2022-06-28,2024-06-27,India,Roll-on,24,1467,No,46,Flipkart
Fogg Deo,Variant 26,Women,Citrus,200,591,15,Yes,No,No,4.7,1723,2022-06-29,2024-06-28,India,Roll-on,22,1531,Yes,35,Local Store
Denver Deo for Men,Variant 42,Unisex,Citrus,150,255,14,No,Yes,Yes,3.1,356,2022-06-30,2024-06-29,India,Roll-on,27,1994,No,2,Nykaa
Rexona Deodorant,Variant 46,Women,Aquatic,250,536,23,No,Yes,Yes,2.7,3523,2022-07-01,2024-06-30,India,Roll-on,25,6251,No,25,Myntra
Park Avenue Deodorant,Variant 50,Men,Fruity,100,419,9,No,No,No,4.3,2836,2022-07-02,2024-07-01,India,Stick,22,2314,No,24,Nykaa
Nike Deodorant,Variant 1,Unisex,Spicy,100,261,23,No,Yes,Yes,3.1,4281,2022-07-03,2024-07-02,India,Roll-on,25,1583,Yes,11,Local Store
Nike Deodorant,Variant 24,Men,Floral,150,678,22,Yes,No,No,2.9,53,2022-07-04,2024-07-03,India,Stick,24,6498,Yes,1,Myntra
Rexona Deodorant,Variant 1,Unisex,Oriental,250,271,13,No,Yes,No,4.8,1924,2022-07-05,2024-07-04,India,Spray,24,5841,No,29,Nykaa
Envy Deo,Variant 8,Men,Aquatic,150,385,4,No,No,No,2.6,3955,2022-07-06,2024-07-05,India,Roll-on,24,4205,No,38,Local Store
Envy Deo,Variant 34,Women,Spicy,150,315,24,No,Yes,Yes,4.7,1893,2022-07-07,2024-07-06,India,Roll-on,27,6408,No,8,Nykaa
Rexona Deodorant,Variant 11,Men,Citrus,150,381,10,Yes,No,Yes,4.7,1135,2022-07-08,2024-07-07,India,Spray,13,9535,No,13,Local Store
Envy Deo,Variant 1,Women,Fruity,250,353,8,Yes,No,Yes,4.9,1352,2022-07-09,2024-07-08,India,Stick,22,6093,No,46,Flipkart
Denver Deo for Men,Variant 40,Women,Aquatic,250,683,12,No,No,Yes,3.8,1219,2022-07-10,2024-07-09,India,Spray,35,5816,No,37,Local Store
Fogg Deo,Variant 43,Unisex,Woody,150,268,13,Yes,No,Yes,4.8,1826,2022-07-11,2024-07-10,India,Stick,36,6031,No,40,Amazon
Denver Deo for Men,Variant 27,Unisex,Spicy,250,400,20,Yes,No,No,5.0,138,2022-07-12,2024-07-11,India,Spray,19,6968,No,8,Flipkart
Park Avenue Deodorant,Variant 26,Men,Floral,200,194,11,Yes,No,No,4.7,2683,2022-07-13,2024-07-12,India,Spray,18,4238,Yes,32,Myntra
Rexona Deodorant,Variant 7,Women,Floral,250,178,10,Yes,No,Yes,3.9,3976,2022-07-14,2024-07-13,India,Roll-on,15,4212,Yes,34,Myntra
Nike Deodorant,Variant 29,Unisex,Spicy,100,681,7,Yes,No,No,3.2,802,2022-07-15,2024-07-14,India,Stick,16,5294,No,27,Nykaa
Nivea,Variant 42,Unisex,Fruity,200,362,5,Yes,No,Yes,2.9,2053,2022-07-16,2024-07-15,India,Spray,13,5878,No,0,Local Store
Nike Deodorant,Variant 27,Women,Oriental,200,494,23,Yes,No,No,4.2,446,2022-07-17,2024-07-16,India,Roll-on,30,7113,No,42,Myntra
Envy Deo,Variant 32,Men,Spicy,100,342,14,No,No,Yes,4.6,2457,2022-07-18,2024-07-17,India,Stick,17,9391,No,36,Nykaa
Engage Deo,Variant 14,Women,Aquatic,250,451,20,Yes,No,Yes,3.0,78,2022-07-19,2024-07-18,India,Spray,32,771,No,24,Flipkart
Rexona Deodorant,Variant 9,Women,Fresh,100,479,12,Yes,Yes,No,4.3,3916,2022-07-20,2024-07-19,India,Roll-on,32,9960,No,23,Nykaa
Nivea,Variant 4,Unisex,Fresh,250,473,20,No,Yes,Yes,3.5,2961,2022-07-21,2024-07-20,India,Roll-on,34,7975,Yes,3,Myntra
Nivea,Variant 48,Women,Oriental,250,204,16,Yes,No,Yes,3.9,4383,2022-07-22,2024-07-21,India,Spray,20,1677,Yes,50,Local Store
Nike Deodorant,Variant 11,Men,Aquatic,150,345,22,Yes,No,Yes,2.7,3847,2022-07-23,2024-07-22,India,Stick,21,1538,Yes,25,Local Store
Nike Deodorant,Variant 48,Men,Citrus,200,663,24,No,No,No,4.5,1660,2022-07-24,2024-07-23,India,Stick,12,2522,No,32,Myntra
Denver Deo for Men,Variant 15,Unisex,Fruity,200,154,7,No,No,Yes,2.6,343,2022-07-25,2024-07-24,India,Stick,26,4865,Yes,5,Amazon
Denver Deo for Men,Variant 37,Men,Aquatic,250,613,13,Yes,Yes,No,2.7,1481,2022-07-26,2024-07-25,India,Spray,36,5053,Yes,23,Myntra
Denver Deo for Men,Variant 44,Women,Citrus,150,528,9,No,Yes,Yes,4.9,4080,2022-07-27,2024-07-26,India,Stick,33,4572,Yes,31,Nykaa
Nike Deodorant,Variant 24,Women,Citrus,100,262,12,No,No,No,2.6,3813,2022-07-28,2024-07-27,India,Roll-on,30,8695,Yes,4,Myntra
Nivea,Variant 8,Unisex,Fresh,150,222,11,No,Yes,Yes,4.3,133,2022-07-29,2024-07-28,India,Spray,13,2604,No,5,Nykaa
Fogg Deo,Variant 47,Men,Fruity,100,423,18,No,No,No,2.8,4086,2022-07-30,2024-07-29,India,Roll-on,15,2289,Yes,30,Nykaa
Engage Deo,Variant 21,Unisex,Floral,150,300,11,Yes,Yes,Yes,3.9,1313,2022-07-31,2024-07-30,India,Spray,33,6589,Yes,42,Flipkart
Nivea,Variant 3,Men,Aquatic,150,619,9,Yes,No,No,2.7,2262,2022-08-01,2024-07-31,India,Spray,33,5368,No,47,Flipkart
Park Avenue Deodorant,Variant 39,Men,Oriental,150,334,11,Yes,No,Yes,4.7,2508,2022-08-02,2024-08-01,India,Spray,23,8282,Yes,34,Flipkart
Fogg Deo,Variant 24,Men,Fruity,150,532,6,Yes,No,No,4.3,4422,2022-08-03,2024-08-02,India,Stick,25,8030,No,39,Nykaa
Envy Deo,Variant 10,Men,Woody,250,299,21,No,No,Yes,3.1,3519,2022-08-04,2024-08-03,India,Stick,33,8621,No,2,Nykaa
Envy Deo,Variant 8,Women,Spicy,250,385,22,Yes,Yes,No,4.3,2770,2022-08-05,2024-08-04,India,Stick,20,5523,No,44,Flipkart
Fogg Deo,Variant 10,Men,Aquatic,200,524,17,No,Yes,Yes,3.1,3115,2022-08-06,2024-08-05,India,Spray,20,1332,Yes,46,Myntra
Park Avenue Deodorant,Variant 25,Men,Citrus,250,299,4,Yes,No,No,3.6,2755,2022-08-07,2024-08-06,India,Spray,31,8269,Yes,11,Myntra
Engage Deo,Variant 25,Men,Spicy,150,391,18,No,Yes,Yes,5.0,1893,2022-08-08,2024-08-07,India,Roll-on,24,2509,Yes,8,Amazon
Rexona Deodorant,Variant 32,Women,Aquatic,200,269,23,Yes,Yes,Yes,4.7,134,2022-08-09,2024-08-08,India,Spray,20,1885,No,32,Nykaa
Nike Deodorant,Variant 9,Women,Citrus,200,658,23,Yes,No,No,4.1,2796,2022-08-10,2024-08-09,India,Stick,27,6598,No,25,Flipkart
Envy Deo,Variant 39,Women,Fruity,150,450,8,No,No,Yes,4.1,3853,2022-08-11,2024-08-10,India,Roll-on,15,2260,Yes,12,Local Store
Fogg Deo,Variant 39,Unisex,Citrus,100,198,23,Yes,No,No,2.8,3277,2022-08-12,2024-08-11,India,Roll-on,30,4118,No,33,Flipkart
Park Avenue Deodorant,Variant 35,Unisex,Fruity,100,472,14,No,No,No,3.8,1547,2022-08-13,2024-08-12,India,Roll-on,35,7974,No,15,Local Store
Nivea,Variant 28,Men,Fresh,100,193,10,No,No,Yes,3.3,2784,2022-08-14,2024-08-13,India,Stick,16,4472,Yes,5,Flipkart
Nike Deodorant,Variant 38,Men,Floral,100,549,6,Yes,No,No,3.0,4586,2022-08-15,2024-08-14,India,Stick,18,6064,No,39,Flipkart
Rexona Deodorant,Variant 12,Unisex,Fresh,200,415,24,Yes,Yes,Yes,3.6,4109,2022-08-16,2024-08-15,India,Roll-on,17,4536,Yes,12,Myntra
Rexona Deodorant,Variant 23,Unisex,Citrus,100,287,7,Yes,No,Yes,4.1,2952,2022-08-17,2024-08-16,India,Spray,25,2054,Yes,20,Nykaa
Nike Deodorant,Variant 46,Men,Citrus,100,325,8,Yes,No,No,2.5,947,2022-08-18,2024-08-17,India,Roll-on,31,10000,Yes,24,Amazon
Denver Deo for Men,Variant 12,Women,Fresh,150,294,8,No,Yes,Yes,4.2,3512,2022-08-19,2024-08-18,India,Spray,33,618,Yes,4,Myntra
Nike Deodorant,Variant 33,Unisex,Citrus,200,507,4,Yes,Yes,No,3.9,2065,2022-08-20,2024-08-19,India,Spray,27,5024,Yes,17,Nykaa
Engage Deo,Variant 5,Men,Spicy,100,575,9,No,No,Yes,4.0,2467,2022-08-21,2024-08-20,India,Spray,13,4268,Yes,27,Amazon
Nivea,Variant 37,Unisex,Fruity,200,545,10,No,Yes,No,4.7,2133,2022-08-22,2024-08-21,India,Roll-on,20,8354,Yes,42,Nykaa
Nivea,Variant 32,Women,Citrus,200,489,10,No,No,Yes,3.7,2181,2022-08-23,2024-08-22,India,Spray,21,9793,No,50,Nykaa
Park Avenue Deodorant,Variant 2,Men,Oriental,250,681,6,No,Yes,Yes,4.7,2088,2022-08-24,2024-08-23,India,Spray,13,8461,Yes,42,Myntra
Park Avenue Deodorant,Variant 27,Men,Citrus,250,156,7,Yes,Yes,No,3.1,4083,2022-08-25,2024-08-24,India,Stick,14,6877,No,26,Nykaa
Nike Deodorant,Variant 17,Women,Fresh,100,672,18,No,No,Yes,3.0,3161,2022-08-26,2024-08-25,India,Stick,21,947,No,12,Amazon
Nike Deodorant,Variant 5,Unisex,Aquatic,150,434,10,No,Yes,Yes,3.7,3372,2022-08-27,2024-08-26,India,Stick,29,501,No,22,Flipkart
Park Avenue Deodorant,Variant 13,Unisex,Citrus,250,373,4,No,Yes,No,4.3,1080,2022-08-28,2024-08-27,India,Roll-on,24,8062,Yes,46,Flipkart
Park Avenue Deodorant,Variant 25,Women,Fresh,100,242,7,Yes,No,Yes,4.5,3575,2022-08-29,2024-08-28,India,Spray,22,7304,No,50,Flipkart
Nike Deodorant,Variant 35,Women,Woody,250,345,24,No,Yes,No,2.8,2262,2022-08-30,2024-08-29,India,Stick,30,8398,No,43,Nykaa
Rexona Deodorant,Variant 5,Women,Floral,200,571,19,Yes,Yes,Yes,4.4,179,2022-08-31,2024-08-30,India,Spray,36,4538,Yes,46,Flipkart
Envy Deo,Variant 31,Women,Floral,250,247,4,Yes,No,No,4.3,4755,2022-09-01,2024-08-31,India,Roll-on,29,8792,Yes,27,Flipkart
Rexona Deodorant,Variant 37,Men,Spicy,200,355,14,Yes,No,Yes,3.3,2322,2022-09-02,2024-09-01,India,Stick,28,9999,Yes,33,Nykaa
Nivea,Variant 17,Women,Citrus,150,477,12,Yes,No,Yes,2.5,2663,2022-09-03,2024-09-02,India,Stick,34,3652,No,20,Flipkart
Nivea,Variant 13,Men,Fruity,150,685,4,No,Yes,No,3.5,66,2022-09-04,2024-09-03,India,Roll-on,15,52,No,0,Nykaa
Envy Deo,Variant 12,Women,Oriental,150,212,23,No,No,Yes,4.1,2243,2022-09-05,2024-09-04,India,Roll-on,13,5184,Yes,39,Local Store
Nivea,Variant 37,Unisex,Woody,150,315,20,Yes,Yes,No,4.4,3281,2022-09-06,2024-09-05,India,Spray,35,985,No,39,Local Store
Nivea,Variant 36,Unisex,Aquatic,100,571,18,Yes,Yes,No,4.0,1829,2022-09-07,2024-09-06,India,Stick,36,2878,No,14,Flipkart
Fogg Deo,Variant 9,Men,Fruity,150,245,21,No,Yes,Yes,4.8,1501,2022-09-08,2024-09-07,India,Stick,25,9758,Yes,9,Local Store
Engage Deo,Variant 37,Unisex,Aquatic,200,584,8,No,Yes,No,3.5,3127,2022-09-09,2024-09-08,India,Stick,30,7371,No,41,Myntra
Park Avenue Deodorant,Variant 38,Unisex,Fresh,100,297,23,No,Yes,Yes,4.2,4091,2022-09-10,2024-09-09,India,Roll-on,35,1557,No,45,Local Store
Envy Deo,Variant 15,Men,Fresh,250,420,21,No,No,No,4.7,1752,2022-09-11,2024-09-10,India,Stick,25,2941,No,38,Local Store
Nike Deodorant,Variant 48,Women,Woody,200,686,6,No,Yes,Yes,3.1,583,2022-09-12,2024-09-11,India,Spray,22,3245,No,9,Myntra
Nike Deodorant,Variant 38,Unisex,Oriental,200,486,11,Yes,No,Yes,3.5,783,2022-09-13,2024-09-12,India,Spray,34,6184,Yes,26,Amazon
Park Avenue Deodorant,Variant 27,Unisex,Spicy,200,541,9,No,Yes,Yes,2.9,2700,2022-09-14,2024-09-13,India,Spray,16,9529,Yes,28,Local Store
Nivea,Variant 4,Women,Aquatic,100,449,11,Yes,No,Yes,3.5,2809,2022-09-15,2024-09-14,India,Roll-on,25,9591,No,6,Nykaa
Nike Deodorant,Variant 16,Men,Floral,250,615,24,No,Yes,No,3.0,1642,2022-09-16,2024-09-15,India,Spray,13,7549,Yes,29,Local Store
Park Avenue Deodorant,Variant 49,Unisex,Spicy,250,170,18,No,No,Yes,2.8,4616,2022-09-17,2024-09-16,India,Stick,33,3146,No,9,Nykaa
Park Avenue Deodorant,Variant 24,Men,Fruity,150,150,11,Yes,Yes,No,3.0,2341,2022-09-18,2024-09-17,India,Roll-on,26,1231,Yes,50,Local Store
Envy Deo,Variant 19,Men,Aquatic,250,458,14,No,Yes,Yes,3.8,4199,2022-09-19,2024-09-18,India,Spray,36,3825,Yes,26,Local Store
Nike Deodorant,Variant 47,Women,Floral,250,367,8,Yes,Yes,Yes,2.6,387,2022-09-20,2024-09-19,India,Spray,36,5408,Yes,39,Local Store
Engage Deo,Variant 30,Unisex,Oriental,200,453,22,No,Yes,Yes,3.7,4569,2022-09-21,2024-09-20,India,Spray,29,7617,No,47,Flipkart
Nike Deodorant,Variant 3,Women,Fruity,100,162,21,Yes,No,Yes,2.8,1515,2022-09-22,2024-09-21,India,Spray,14,7484,Yes,46,Local Store
Rexona Deodorant,Variant 49,Men,Fresh,250,515,16,No,No,No,3.7,3991,2022-09-23,2024-09-22,India,Spray,31,2882,No,14,Myntra
Nivea,Variant 4,Men,Citrus,250,218,19,No,No,No,3.6,3815,2022-09-24,2024-09-23,India,Stick,34,1602,No,37,Amazon
Rexona Deodorant,Variant 41,Men,Floral,150,386,4,No,Yes,Yes,2.6,2493,2022-09-25,2024-09-24,India,Roll-on,31,9047,No,12,Local Store
Park Avenue Deodorant,Variant 22,Unisex,Woody,100,399,20,Yes,No,Yes,3.6,2129,2022-09-26,2024-09-25,India,Roll-on,30,2805,Yes,49,Nykaa
Denver Deo for Men,Variant 3,Men,Spicy,200,637,10,No,No,Yes,3.7,2363,2022-09-27,2024-09-26,India,Stick,36,2738,No,6,Amazon
Park Avenue Deodorant,Variant 27,Women,Spicy,100,685,21,Yes,Yes,No,3.5,1514,2022-09-28,2024-09-27,India,Spray,17,5592,Yes,22,Flipkart
Engage Deo,Variant 12,Women,Floral,200,321,8,Yes,No,Yes,3.7,4228,2022-09-29,2024-09-28,India,Spray,29,1897,Yes,47,Amazon
Nivea,Variant 42,Men,Spicy,200,326,23,No,No,Yes,3.1,899,2022-09-30,2024-09-29,India,Roll-on,23,2371,Yes,2,Flipkart
Rexona Deodorant,Variant 25,Men,Woody,150,425,17,Yes,Yes,Yes,4.7,3789,2022-10-01,2024-09-30,India,Roll-on,21,1819,Yes,0,Nykaa
Engage Deo,Variant 12,Women,Fresh,200,325,11,Yes,Yes,No,4.2,1470,2022-10-02,2024-10-01,India,Roll-on,16,4205,Yes,31,Flipkart
Rexona Deodorant,Variant 22,Men,Aquatic,150,537,24,Yes,Yes,Yes,3.1,3589,2022-10-03,2024-10-02,India,Stick,31,6768,Yes,21,Nykaa
Park Avenue Deodorant,Variant 31,Women,Citrus,200,430,14,Yes,No,Yes,4.2,4207,2022-10-04,2024-10-03,India,Stick,21,3355,No,22,Nykaa
Nike Deodorant,Variant 12,Unisex,Fresh,100,174,10,Yes,Yes,No,3.2,2337,2022-10-05,2024-10-04,India,Spray,32,3010,No,36,Amazon
Denver Deo for Men,Variant 50,Men,Spicy,200,376,11,Yes,No,No,4.1,1930,2022-10-06,2024-10-05,India,Stick,29,9122,No,17,Myntra
Fogg Deo,Variant 16,Men,Spicy,150,521,15,No,No,Yes,4.4,382,2022-10-07,2024-10-06,India,Spray,29,1738,Yes,26,Nykaa
Denver Deo for Men,Variant 11,Unisex,Fruity,100,172,13,No,Yes,Yes,3.7,4549,2022-10-08,2024-10-07,India,Spray,29,9562,Yes,21,Amazon
Envy Deo,Variant 43,Men,Woody,200,453,13,No,Yes,Yes,3.6,571,2022-10-09,2024-10-08,India,Stick,29,5194,Yes,20,Flipkart
Nike Deodorant,Variant 16,Women,Fresh,150,386,20,Yes,Yes,No,4.3,2803,2022-10-10,2024-10-09,India,Stick,23,9955,No,12,Myntra
Park Avenue Deodorant,Variant 32,Unisex,Aquatic,150,214,19,No,Yes,No,4.2,2701,2022-10-11,2024-10-10,India,Roll-on,34,1342,Yes,43,Nykaa
Rexona Deodorant,Variant 50,Unisex,Oriental,150,355,23,No,No,Yes,2.5,4387,2022-10-12,2024-10-11,India,Roll-on,17,6454,No,16,Myntra
Park Avenue Deodorant,Variant 44,Women,Spicy,150,619,13,Yes,No,No,4.6,4045,2022-10-13,2024-10-12,India,Stick,28,3324,No,16,Nykaa
Envy Deo,Variant 46,Men,Woody,150,633,17,No,Yes,Yes,4.2,1903,2022-10-14,2024-10-13,India,Roll-on,34,2665,No,32,Flipkart
Nivea,Variant 42,Unisex,Fruity,200,352,6,No,Yes,No,2.5,4441,2022-10-15,2024-10-14,India,Stick,23,8954,No,31,Amazon
Nike Deodorant,Variant 1,Women,Oriental,150,514,11,Yes,Yes,No,3.7,3392,2022-10-16,2024-10-15,India,Stick,30,9663,No,22,Myntra
Nivea,Variant 37,Women,Spicy,150,383,9,Yes,Yes,Yes,2.8,300,2022-10-17,2024-10-16,India,Spray,24,2920,No,38,Flipkart
Nivea,Variant 28,Unisex,Fruity,100,428,11,No,Yes,No,4.4,2982,2022-10-18,2024-10-17,India,Stick,34,362,Yes,45,Local Store
Envy Deo,Variant 19,Women,Aquatic,200,153,12,No,No,Yes,3.7,3504,2022-10-19,2024-10-18,India,Roll-on,30,8888,No,32,Nykaa
Fogg Deo,Variant 47,Men,Fruity,100,255,20,Yes,Yes,Yes,4.2,3467,2022-10-20,2024-10-19,India,Roll-on,33,4897,Yes,48,Myntra
Park Avenue Deodorant,Variant 14,Men,Oriental,100,370,13,Yes,Yes,Yes,3.2,2624,2022-10-21,2024-10-20,India,Roll-on,15,7931,No,25,Myntra
Engage Deo,Variant 37,Men,Floral,150,695,15,No,Yes,No,2.9,3358,2022-10-22,2024-10-21,India,Spray,35,8524,No,28,Nykaa
Nike Deodorant,Variant 5,Women,Oriental,150,247,24,Yes,No,Yes,4.8,2399,2022-10-23,2024-10-22,India,Roll-on,16,7054,No,1,Local Store
Envy Deo,Variant 50,Unisex,Spicy,200,464,21,Yes,No,Yes,3.5,4627,2022-10-24,2024-10-23,India,Roll-on,34,1357,No,9,Local Store
Nike Deodorant,Variant 21,Men,Aquatic,200,151,15,No,No,Yes,3.6,2825,2022-10-25,2024-10-24,India,Roll-on,29,8671,No,39,Flipkart
Nike Deodorant,Variant 49,Unisex,Fresh,250,671,4,No,No,Yes,3.5,2282,2022-10-26,2024-10-25,India,Stick,24,9475,Yes,10,Myntra
Envy Deo,Variant 33,Unisex,Fruity,200,156,19,Yes,No,No,5.0,863,2022-10-27,2024-10-26,India,Roll-on,12,7029,Yes,34,Nykaa
Nivea,Variant 38,Women,Floral,200,259,18,Yes,No,No,3.4,1249,2022-10-28,2024-10-27,India,Stick,35,2007,Yes,23,Myntra
Denver Deo for Men,Variant 43,Women,Fruity,100,583,19,No,No,No,3.7,2649,2022-10-29,2024-10-28,India,Spray,34,8007,No,26,Flipkart
Nivea,Variant 5,Men,Spicy,250,383,13,Yes,Yes,No,3.7,854,2022-10-30,2024-10-29,India,Stick,14,9230,Yes,29,Local Store
Nivea,Variant 11,Women,Spicy,150,523,16,No,Yes,No,4.8,4031,2022-10-31,2024-10-30,India,Roll-on,32,4633,Yes,3,Local Store
Engage Deo,Variant 25,Unisex,Aquatic,150,219,17,Yes,Yes,No,2.6,2733,2022-11-01,2024-10-31,India,Stick,21,4656,No,46,Local Store
Nike Deodorant,Variant 34,Unisex,Woody,100,604,8,No,No,No,3.0,2480,2022-11-02,2024-11-01,India,Spray,31,8701,Yes,24,Local Store
Park Avenue Deodorant,Variant 39,Men,Spicy,100,657,15,Yes,Yes,No,3.3,1377,2022-11-03,2024-11-02,India,Roll-on,29,8618,No,5,Amazon
Engage Deo,Variant 4,Unisex,Fruity,100,681,15,Yes,Yes,Yes,3.7,709,2022-11-04,2024-11-03,India,Spray,21,993,Yes,6,Myntra
Engage Deo,Variant 10,Men,Fresh,250,292,11,No,Yes,Yes,2.9,962,2022-11-05,2024-11-04,India,Roll-on,30,9450,No,4,Nykaa
Rexona Deodorant,Variant 12,Unisex,Oriental,250,413,12,No,No,No,4.2,4678,2022-11-06,2024-11-05,India,Spray,33,3690,Yes,23,Flipkart
Rexona Deodorant,Variant 36,Women,Woody,100,358,7,No,Yes,No,3.3,375,2022-11-07,2024-11-06,India,Stick,33,8541,Yes,18,Local Store
Nivea,Variant 40,Unisex,Oriental,100,186,11,Yes,No,No,3.8,2718,2022-11-08,2024-11-07,India,Stick,29,301,No,7,Local Store
Denver Deo for Men,Variant 41,Men,Citrus,200,688,7,No,Yes,No,2.8,1600,2022-11-09,2024-11-08,India,Stick,26,9803,No,2,Myntra
Fogg Deo,Variant 29,Unisex,Fresh,150,628,15,No,No,Yes,3.7,3398,2022-11-10,2024-11-09,India,Stick,23,6715,Yes,15,Flipkart
Park Avenue Deodorant,Variant 39,Women,Spicy,250,207,14,Yes,No,No,4.5,2297,2022-11-11,2024-11-10,India,Roll-on,27,5339,No,14,Flipkart
Fogg Deo,Variant 29,Men,Spicy,100,189,11,Yes,Yes,Yes,3.2,3415,2022-11-12,2024-11-11,India,Spray,17,1078,Yes,25,Amazon
Engage Deo,Variant 10,Unisex,Floral,200,303,8,Yes,No,Yes,4.7,3482,2022-11-13,2024-11-12,India,Spray,34,865,Yes,43,Nykaa
Rexona Deodorant,Variant 19,Men,Floral,250,519,10,No,No,Yes,3.9,3342,2022-11-14,2024-11-13,India,Spray,19,3481,Yes,27,Myntra
Envy Deo,Variant 37,Unisex,Aquatic,150,681,13,Yes,No,No,3.8,416,2022-11-15,2024-11-14,India,Roll-on,18,6736,Yes,6,Amazon
Engage Deo,Variant 47,Women,Woody,250,640,19,Yes,Yes,No,4.4,3242,2022-11-16,2024-11-15,India,Roll-on,12,7440,Yes,32,Amazon
Nike Deodorant,Variant 27,Unisex,Citrus,250,397,11,No,No,No,5.0,2267,2022-11-17,2024-11-16,India,Roll-on,15,1118,No,45,Nykaa
Park Avenue Deodorant,Variant 34,Women,Oriental,100,501,4,Yes,Yes,No,3.5,1454,2022-11-18,2024-11-17,India,Stick,27,8808,No,3,Myntra
Envy Deo,Variant 6,Unisex,Fruity,150,431,23,No,Yes,Yes,5.0,547,2022-11-19,2024-11-18,India,Stick,13,7867,Yes,28,Amazon
Rexona Deodorant,Variant 6,Men,Floral,100,349,22,Yes,No,No,3.4,4773,2022-11-20,2024-11-19,India,Roll-on,36,3396,No,11,Local Store
Engage Deo,Variant 21,Unisex,Woody,250,476,14,Yes,Yes,No,4.5,2470,2022-11-21,2024-11-20,India,Stick,13,620,Yes,35,Nykaa
Fogg Deo,Variant 15,Women,Spicy,200,343,16,No,Yes,Yes,4.8,3361,2022-11-22,2024-11-21,India,Stick,12,3965,No,29,Local Store
Denver Deo for Men,Variant 38,Women,Oriental,250,645,17,Yes,Yes,Yes,3.0,3789,2022-11-23,2024-11-22,India,Roll-on,24,4927,Yes,22,Flipkart
Nivea,Variant 41,Unisex,Fruity,150,534,14,Yes,Yes,Yes,3.5,210,2022-11-24,2024-11-23,India,Stick,17,8235,No,30,Amazon
Nivea,Variant 5,Women,Spicy,150,530,24,Yes,Yes,No,4.6,4664,2022-11-25,2024-11-24,India,Spray,33,5173,Yes,32,Nykaa
Nike Deodorant,Variant 9,Men,Woody,150,648,22,Yes,Yes,Yes,4.0,1686,2022-11-26,2024-11-25,India,Spray,14,6730,Yes,47,Flipkart
Rexona Deodorant,Variant 9,Women,Floral,200,428,24,No,No,Yes,4.0,2383,2022-11-27,2024-11-26,India,Stick,23,437,No,32,Nykaa
Envy Deo,Variant 18,Men,Woody,200,329,16,No,No,No,4.6,2949,2022-11-28,2024-11-27,India,Roll-on,16,2052,No,49,Myntra
Park Avenue Deodorant,Variant 48,Women,Fruity,250,381,11,No,Yes,Yes,2.5,3170,2022-11-29,2024-11-28,India,Stick,19,6611,Yes,42,Nykaa
Nivea,Variant 2,Women,Fruity,150,597,20,Yes,No,Yes,4.5,4158,2022-11-30,2024-11-29,India,Stick,36,6185,No,21,Flipkart
Envy Deo,Variant 46,Men,Floral,150,563,16,Yes,No,No,3.4,1122,2022-12-01,2024-11-30,India,Roll-on,27,6087,No,31,Flipkart
Envy Deo,Variant 40,Unisex,Oriental,100,607,20,No,No,No,4.2,1941,2022-12-02,2024-12-01,India,Stick,33,1824,No,50,Myntra
Envy Deo,Variant 30,Women,Fruity,100,575,22,Yes,Yes,No,2.9,1900,2022-12-03,2024-12-02,India,Spray,36,7031,No,8,Local Store
Engage Deo,Variant 20,Men,Aquatic,200,690,10,No,No,No,3.9,2384,2022-12-04,2024-12-03,India,Stick,29,1398,No,3,Local Store
Denver Deo for Men,Variant 48,Unisex,Spicy,250,162,22,Yes,No,Yes,3.4,3934,2022-12-05,2024-12-04,India,Roll-on,21,6299,Yes,43,Flipkart
Engage Deo,Variant 26,Men,Citrus,200,395,12,No,No,Yes,4.8,3917,2022-12-06,2024-12-05,India,Spray,22,1491,No,21,Amazon
